"","sample","tissue","endometriosis","severity","X1007_s_at","X1552257_a_at","X1552302_at","X1552370_at","X1552474_a_at","X1552486_s_at","X1552667_a_at","X1552719_at","X1552889_a_at","X1552930_at","X1552978_a_at","X1553275_s_at","X1553286_at","X1553647_at","X1553677_a_at","X1553689_s_at","X1553694_a_at","X1553695_a_at","X1553696_s_at","X1553703_at","X1553749_at","X1553858_at","X1553956_at","X1553960_at","X1553961_s_at","X1553962_s_at","X1553968_a_at","X1553989_a_at","X1554076_s_at","X1554077_a_at","X1554145_a_at","X1554154_at","X1554167_a_at","X1554171_at","X1554202_x_at","X1554241_at","X1554260_a_at","X1554316_at","X1554455_at","X1554470_s_at","X1554480_a_at","X1554588_a_at","X1554769_at","X1554868_s_at","X1554915_a_at","X1555201_a_at","X1555243_x_at","X1555259_at","X1555310_a_at","X1555311_at","X1555501_s_at","X1555600_s_at","X1555735_a_at","X1555758_a_at","X1555759_a_at","X1555781_at","X1555812_a_at","X1555831_s_at","X1555848_at","X1555868_at","X1555874_x_at","X1555878_at","X1555962_at","X1556116_s_at","X1556308_at","X1556345_s_at","X1556385_at","X1556590_s_at","X1557053_s_at","X1557066_at","X1557067_s_at","X1557073_s_at","X1557116_at","X1557240_a_at","X1557350_at","X1557411_s_at","X1557419_a_at","X1557433_at","X1557551_at","X1557828_a_at","X1558142_at","X1558173_a_at","X1558214_s_at","X1558250_s_at","X1558281_a_at","X1558407_at","X1558410_s_at","X1558605_at","X1558693_s_at","X1559437_at","X1559663_at"
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.884341,9.159149,3.799518,5.55516,4.346867,7.262209,3.860783,2.835535,5.653745,4.76979,7.491058,2.571953,7.067691,6.125243,9.165643,7.18524,4.970159,5.040287,4.998242,9.234851,8.799956,6.323368,7.804635,8.932942,8.073532,4.399744,5.308303,6.964609,4.297934,5.492647,3.749478,2.700171,8.777837,6.526696,4.07424,6.358934,6.426006,4.272828,5.486157,5.694428,9.588599,6.965204,7.698622,10.122356,7.315832,5.375926,7.401511,3.369308,5.59404,3.140417,7.863328,5.985723,7.03658,4.724432,5.96454,4.91796,7.851021,8.512842,5.68645,2.37353,7.330063,6.878469,6.670482,3.167822,6.659214,3.909256,6.018383,3.249819,9.75471,3.47773,8.14929,4.959261,7.291877,2.754144,2.733372,8.478334,4.219396,6.087818,2.303157,4.747256,8.250568,8.434175,5.901058,5.567754,5.710531,5.885619,3.157065,5.29072,7.725411,3.58299,2.812057
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.015881,8.452528,5.435812,6.111298,5.781134,6.258261,3.842457,2.850773,5.653745,5.155069,6.200077,2.626225,6.05204,3.610457,8.551801,7.108829,4.77657,4.896227,6.444357,9.261623,8.885573,6.74537,8.39284,8.444433,7.68994,4.124614,4.397657,3.620562,4.131461,5.086353,4.066292,2.700171,8.880045,6.77089,3.946555,7.200095,6.33835,3.767816,6.329614,5.922155,9.843926,7.166278,7.861873,10.350629,7.264916,6.3255,7.809672,4.124786,6.380478,3.140417,8.263128,6.479804,7.165949,6.605886,8.766878,4.964296,8.433355,7.878268,6.291032,2.251598,7.752536,7.659696,6.217468,3.121991,6.216523,4.579661,6.041937,3.092073,9.670925,3.834145,7.907114,6.081689,7.202512,2.711961,2.45141,8.033637,3.892834,6.831859,2.303157,5.476179,9.130231,7.515296,5.136514,7.030197,4.937007,5.488674,3.630376,6.121959,8.044141,3.58299,2.316348
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.414075,9.007566,5.471828,5.845246,4.346867,3.385945,3.327147,4.558197,5.561148,5.753109,3.791518,3.280448,5.721781,3.392725,8.367214,5.852466,2.494558,5.473821,5.572907,10.057177,6.590391,6.851087,6.290856,8.87994,8.251193,3.617806,5.410003,8.900787,3.397372,5.191981,3.415034,2.82229,6.875919,6.671179,4.078974,5.750975,7.339531,5.499355,6.923264,4.041916,9.454883,6.823035,8.24715,8.82632,5.840136,4.182711,7.582351,5.346149,7.149848,3.140417,6.211092,6.897002,6.842802,3.043025,4.362869,4.236355,5.754822,9.099262,5.736043,2.5908,7.516471,7.086795,6.086974,5.102374,5.981961,6.448877,7.08385,4.493794,10.06205,4.099157,7.33563,4.66124,6.783922,4.170607,4.104341,6.620858,6.67032,5.544378,2.929401,5.641298,9.369097,8.272563,2.505211,6.004144,9.148232,5.305452,5.541255,5.413986,7.742384,3.58299,6.131809
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.045886,8.28175,5.25558,7.765415,6.564297,6.338436,3.87308,2.759639,5.653745,6.867667,6.403229,2.810686,6.683539,3.610457,8.322166,7.107175,4.835038,5.26055,6.45867,9.039388,8.690658,6.715449,8.774854,8.051003,7.31483,4.13333,5.371317,6.293628,3.797913,4.991259,4.128792,2.700171,8.484776,6.256448,3.937486,6.762892,6.434695,4.524944,6.294752,7.173533,9.878765,7.773571,7.761557,10.42266,6.544206,6.768787,7.909143,3.831729,6.363999,3.507559,7.902949,6.317981,7.133094,9.682939,6.946405,4.274879,7.71996,7.982261,6.244488,2.236067,8.372442,7.667244,4.642803,3.148825,6.059572,5.122117,5.323757,3.249819,9.309421,3.993977,7.957989,5.253569,6.317643,2.24078,3.07238,7.704391,4.117523,7.1995,2.236067,5.404617,9.347536,7.387765,4.546855,6.798355,5.472482,5.305452,3.935765,6.256596,7.714532,3.573941,2.41976
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.663715,8.01023,5.074248,6.482915,6.597401,6.708587,3.55644,2.780615,5.468792,6.364864,6.342072,2.434426,6.632912,3.238864,8.571671,7.184697,4.80513,5.265257,5.956639,8.867055,9.647092,6.619825,8.891495,8.491649,7.178742,4.135944,5.302109,5.376782,3.962964,4.441807,3.749478,2.700171,8.722157,6.682143,3.767921,6.775157,6.2091,4.272828,5.912332,5.804852,9.851134,7.407724,7.623203,10.580546,6.936038,6.465156,8.092107,5.611442,6.170949,3.139551,7.939068,6.072503,7.156972,9.350143,8.804192,4.399967,7.973876,7.794309,5.25862,2.251598,8.099917,8.071359,5.153255,3.369743,6.093178,4.589512,6.076257,3.535751,9.827644,4.027506,8.278987,4.968125,6.038,2.800033,2.733372,8.012084,4.390147,7.162888,2.303157,5.478648,9.581169,7.030293,4.45231,6.709724,4.849712,5.091374,4.340103,6.312227,7.373048,3.573941,2.327487
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.716585,9.761964,5.595397,3.788632,6.321202,3.994715,5.933025,4.628968,6.587117,5.037273,4.717134,4.750322,4.927216,5.536182,6.741525,4.510979,2.7204,5.518531,4.014393,8.221034,5.364747,6.636739,6.24634,10.052301,9.88758,9.459178,5.675398,5.451543,3.504731,4.89146,3.749478,2.700171,7.596767,6.940719,4.471933,9.782051,5.497221,6.35912,5.763156,4.250725,8.219193,4.659304,8.665003,9.047184,5.141394,4.215232,7.096279,4.653753,6.38259,3.256167,5.862223,4.245985,6.67525,4.712776,7.564146,4.347503,10.074412,9.038736,5.062286,4.334581,7.164388,7.052959,8.761911,4.811597,6.329714,3.909256,9.147434,3.458058,9.318445,3.903457,7.574911,2.309725,6.654625,3.830823,3.706027,7.19518,5.36905,5.630303,5.976691,6.150143,9.384621,8.269695,2.512994,2.860518,5.015878,6.142575,5.64799,5.422768,8.948017,3.75585,5.018375
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.008543,9.137336,4.317892,6.598394,4.790891,5.251711,4.637108,4.579358,6.301101,4.997142,5.693023,2.945273,6.255329,4.5847,6.697845,5.880378,2.250175,5.574855,4.764014,8.695206,6.214552,6.627889,6.056332,8.592644,8.284737,6.587547,5.410003,9.66888,4.011329,6.468066,3.749478,2.700171,7.225693,6.310081,3.939222,8.446583,7.582588,5.991608,5.910661,5.429153,8.007967,5.796906,7.141238,9.374005,5.149537,4.767817,7.325294,4.301207,6.956272,3.477589,6.424355,6.720044,6.66385,4.472347,6.630937,4.881519,7.82555,9.034272,5.493966,4.106335,7.574019,6.99716,6.296024,5.456735,5.846441,5.198987,7.787864,4.020728,8.882242,4.027506,7.179982,3.783031,5.946215,4.355202,3.49243,5.872779,5.35593,5.685556,4.171463,6.032789,9.359873,8.072068,4.122478,5.093279,7.672344,5.931791,4.248586,5.750586,8.071155,3.747481,3.728613
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.940746,8.584768,4.651486,5.909855,9.151581,4.208709,5.531323,3.62944,6.854737,8.751394,5.617771,2.71165,6.185247,3.065732,7.681352,6.229416,3.070371,5.932367,5.869804,8.568328,6.740042,7.139234,6.88342,8.857041,8.71573,6.378166,5.979572,6.133888,4.15633,7.423225,3.749478,2.520914,7.964308,6.855035,4.179331,8.411628,5.563147,6.893427,5.662879,4.742629,8.360396,6.547555,8.245666,9.616182,4.245503,5.514727,7.623427,4.304427,6.772829,3.15316,5.9448,6.121074,7.354819,8.791303,8.13051,5.169517,8.57023,9.265372,4.975025,4.18297,8.626673,6.847751,5.978532,4.942262,7.908156,3.910665,6.506972,4.288017,8.925211,4.989256,7.224207,4.068064,5.257387,3.859131,3.509331,5.176568,4.599726,6.256715,3.071422,5.101088,9.701455,8.386728,2.698288,6.290981,4.51562,6.268127,4.92771,6.539927,9.525801,3.719644,2.687814
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.894137,11.401332,6.21902,4.168889,7.0036,4.638871,5.523335,4.068282,7.716001,5.414176,4.718004,6.167605,5.30945,7.144563,6.935824,4.895602,2.619003,6.274099,4.014393,8.064726,4.259076,7.276555,5.238412,10.010062,9.771483,7.546773,5.410003,6.185342,4.000167,6.421313,3.763,2.236067,6.924905,7.373907,5.087303,8.972844,4.758763,7.915786,5.752543,4.536676,7.328466,4.690669,8.837555,8.914298,6.13721,5.224776,7.267971,4.629154,7.587117,3.139551,5.32972,4.237018,8.00726,5.716049,7.320339,5.383599,10.51211,9.590544,4.975025,5.528231,7.470399,5.940915,8.955441,5.340372,7.015443,4.350265,8.773818,4.113593,9.085089,3.741313,6.710489,3.783031,6.101487,5.474806,4.468277,6.830002,7.778329,5.049065,5.244822,7.102754,9.091748,7.649833,2.39899,3.408163,6.728904,6.705057,6.569874,5.927495,9.232108,3.869757,7.603727
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.582108,10.099341,8.012514,3.348034,9.222788,3.087345,5.876055,4.100167,9.031199,9.082355,2.917376,4.447395,4.590094,3.996521,6.824449,3.683473,2.619003,6.905319,4.443389,7.833121,4.326979,8.607896,5.499763,9.860311,9.560356,5.833998,6.21047,6.169272,3.504731,6.915989,2.392868,2.553179,5.60762,7.973091,4.618272,7.725884,2.294567,8.843289,6.237298,4.025086,7.30149,5.002556,9.358999,7.355622,3.893561,3.672304,6.809487,4.181314,8.635062,3.727217,4.994408,2.966135,8.039915,5.364104,9.652911,7.161358,8.755464,9.729307,4.975025,5.727429,8.910637,3.935872,6.488512,5.790885,7.935122,4.309447,8.152645,4.917105,8.746113,3.47773,5.153631,3.783031,5.768136,4.016438,3.69571,5.121728,4.474698,6.197065,5.799328,5.35896,10.315268,6.469832,2.39899,4.716793,7.041771,6.617516,5.593699,8.287719,9.850364,4.132902,2.687323
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.057549,10.607021,6.276069,4.147707,7.377141,4.091168,7.182146,4.459938,7.80857,6.38953,4.079586,6.54868,4.417919,5.474646,7.155272,4.891554,2.619003,6.613941,4.033824,8.108158,4.852418,7.698895,5.867145,10.211908,10.462221,6.984035,5.410003,5.469905,3.504731,6.824347,3.749478,2.520914,6.589287,7.701969,4.95891,8.683499,4.730795,7.500715,5.962101,4.389012,7.199743,4.397748,8.531019,8.502175,4.63646,5.375926,6.508735,4.926042,7.419969,2.86838,4.831159,4.270834,7.927929,5.347603,8.894074,5.994255,11.025724,9.90644,4.539754,4.354303,7.469471,4.649998,9.288717,5.206318,7.9365,3.983097,9.831063,4.136161,8.307349,3.588822,5.781608,3.680986,6.842531,4.508456,4.395221,5.959869,6.768936,5.630303,6.599608,6.601365,8.893604,7.206537,2.39899,3.795147,7.190688,6.217432,5.534829,5.842456,9.847559,4.64474,7.299443
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.206542,9.492922,6.523719,5.053898,9.506286,3.654573,5.274091,3.678478,6.905543,6.79481,3.894739,6.371863,5.193549,3.383085,6.914444,5.697911,3.180619,6.205264,5.339923,8.091552,5.013211,6.63701,7.317679,9.126428,9.012755,8.412429,6.182258,4.765024,4.069904,6.547618,3.864429,2.594511,7.754158,7.278958,4.110532,9.463475,5.905326,7.119085,5.508526,4.460125,8.735061,6.590046,8.459688,9.74965,5.977843,6.67924,7.281967,4.092658,7.165764,3.058026,6.140167,4.23521,7.924093,9.110126,8.119341,6.532144,8.916596,9.548912,4.975025,5.127565,8.162306,7.475576,7.063129,5.464338,7.708309,3.979595,7.41875,4.743281,9.157605,3.744043,7.327516,3.849499,4.962404,4.997503,4.506947,6.521879,5.03033,6.998667,5.715794,6.029062,10.191228,7.684261,2.795336,6.108498,4.257304,6.362159,5.137596,7.006943,9.466116,3.747481,4.1048
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.177755,9.93724,7.185938,3.398986,8.712653,3.755869,6.275871,4.543668,7.876844,8.350743,3.46798,4.447395,4.433517,3.02549,6.791438,4.31477,3.070371,6.817408,4.556317,8.060733,3.957207,7.659578,6.346536,9.335366,9.310722,8.634519,6.708348,5.616553,3.609985,7.596646,3.517544,2.520914,7.752971,7.681813,4.921205,7.817625,4.982391,6.585572,4.529361,4.38383,7.920068,5.300925,9.12911,9.234231,5.191808,6.439008,6.991267,4.555462,8.019225,3.056792,4.76893,5.078138,8.423159,8.670232,8.148938,6.399439,9.261473,10.009461,5.112686,5.622977,8.202892,4.262492,7.276466,6.794461,8.213246,4.482064,7.624892,5.553824,8.533947,3.43205,6.954088,3.047993,4.962404,4.823096,4.568933,4.712377,5.171199,5.969981,6.310976,5.783969,9.697501,7.651718,2.39899,3.89762,5.682503,7.195827,5.653015,7.0178,10.245582,4.389046,4.129709
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.423735,9.355824,5.461129,5.039224,6.234361,3.994715,5.446896,5.443848,7.066872,7.22002,4.179792,4.992819,5.456691,4.542298,7.070736,4.693667,2.662346,7.04012,3.967698,8.863724,6.298631,6.850232,5.703677,9.022593,8.614419,7.267355,6.692845,8.223305,3.682156,7.40013,3.749478,2.520914,6.714279,7.243943,4.926853,7.491321,6.26414,6.752339,6.202836,4.464162,7.663609,5.187721,7.392176,9.550158,5.140996,4.782518,6.273426,4.934208,8.265184,3.135388,5.481696,8.168098,7.238559,3.232431,7.917393,5.946969,8.671537,10.124726,5.112686,4.354303,7.374883,4.043017,8.760209,5.633221,6.819436,5.044427,8.388396,5.19622,8.907822,3.43205,5.694443,3.921815,4.869384,3.916413,5.421866,6.912835,6.902062,5.747911,6.840795,7.162659,9.103462,7.738529,2.505211,4.20224,8.295646,5.997215,6.110151,5.996469,9.178625,3.753502,7.040748
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.521577,9.206522,7.771085,2.797493,8.665716,2.577894,5.356943,5.114709,7.00851,8.864641,2.631951,5.427198,4.590094,3.065732,5.193228,3.777771,2.519377,5.933519,4.630617,8.841714,3.176998,8.149082,4.607367,9.397413,8.709215,6.715322,6.456461,3.620562,4.796114,7.379377,2.392868,2.700171,5.40557,7.793971,5.316861,9.074888,4.097964,6.776654,7.320535,2.673786,6.934729,5.002556,10.598525,5.784647,3.854027,3.800405,7.826802,3.729899,7.857677,3.5728,4.855077,2.983295,6.629177,3.066477,9.729719,6.784695,6.869178,8.799749,4.975025,5.656766,8.453595,5.243004,7.963698,7.612984,9.01836,5.392532,9.671293,6.217099,9.047253,3.497134,5.041635,3.783031,6.082454,5.133119,3.757132,3.813265,5.107014,7.168742,7.154557,6.108488,10.089293,6.684546,2.320555,4.8778,6.721955,7.152548,6.065118,9.824934,10.019023,3.58299,4.1048
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.941854,10.041724,7.282802,3.523027,7.041644,4.142834,6.637035,4.928554,7.658294,6.875482,3.176475,6.128852,4.3023,4.093243,6.091884,5.068812,2.619003,6.120398,3.849743,8.186172,5.352319,7.965671,5.741065,9.374024,9.071073,9.582374,7.152867,5.734724,4.596791,7.273058,3.749478,2.535401,6.81793,7.706853,5.11187,7.743487,2.236067,7.940563,5.264484,4.358469,6.978792,4.864531,9.318755,8.185364,5.141394,3.55985,6.093727,3.841895,6.768118,3.140417,5.687164,4.02019,8.046742,3.025971,8.012535,8.065146,9.20604,9.567194,4.849195,4.551623,8.055167,4.372086,8.714554,5.463836,7.048527,4.164976,10.575681,5.036294,8.855117,3.476602,6.84691,3.921815,5.337263,4.64988,4.111995,5.24377,5.656167,5.261777,7.315838,6.514692,9.542678,7.91837,2.505211,2.682409,6.101834,7.296745,5.590154,6.920073,10.074836,5.357538,6.012053
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.27789,10.63008,4.989524,4.492757,4.812336,5.417566,4.637967,5.346795,6.587117,5.018936,4.066371,7.449289,4.433517,6.156418,7.346629,4.748892,2.727938,5.265257,4.27413,8.598236,7.794906,6.764028,5.907528,9.452228,9.549147,7.670574,5.410003,7.793003,3.695165,5.997806,3.749478,2.520914,7.06767,6.670862,3.776474,8.748764,5.107212,5.910703,7.219326,4.980393,8.402098,5.025342,8.567257,9.83618,5.868229,4.434414,6.477506,4.061904,6.8313,3.136844,5.436369,5.77556,6.4997,3.709333,4.226063,4.402316,8.295892,9.263679,5.312562,3.687363,7.336271,7.004616,8.975328,5.082308,6.668197,6.042237,8.968167,4.138161,9.48627,3.952461,6.265616,3.116056,6.903012,6.511007,5.292409,7.468152,7.110062,6.53339,5.99912,6.64945,8.949264,8.24607,2.39899,4.716537,6.840702,5.931791,7.269637,5.983018,8.770548,3.839475,6.899127
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.058202,10.585604,5.815337,2.797493,6.010264,3.163174,4.640152,4.773151,6.622106,7.219805,2.686274,4.72815,4.590094,4.870305,7.398371,3.791364,2.273813,6.855079,4.630617,8.977515,5.158552,8.272923,5.486164,9.198539,9.187053,5.61463,6.137939,8.300302,4.168955,7.441581,3.749478,2.700171,6.299095,7.593566,5.102559,9.382065,4.993351,7.203863,7.105343,3.182331,7.722545,5.002556,9.040396,8.582691,4.196525,4.785964,6.767467,5.120697,8.27087,3.242431,5.55722,4.261942,6.751195,3.025971,7.813249,6.146577,6.942374,9.672094,5.112686,5.352128,7.6095,5.307529,9.798057,5.842139,7.748142,5.118124,9.452938,4.113593,8.802231,3.137589,3.453427,3.994579,6.101487,5.935889,4.734939,4.540822,5.713298,5.965086,7.366229,6.629004,9.065055,7.219508,2.39899,3.039139,8.323877,7.007947,6.26457,7.216545,9.80884,3.736792,4.1048
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.098001,9.814327,6.829396,4.933038,7.11924,3.787806,4.889233,5.843098,6.600392,5.332063,3.880951,8.012329,4.433517,3.610457,6.417934,5.303753,2.861425,5.353445,4.134923,8.720285,6.214552,6.91678,6.895592,8.414375,8.448857,7.396504,5.410003,4.329094,4.010648,6.178237,2.560905,2.599828,7.443123,7.216859,4.171133,8.610114,4.66408,6.93704,5.755109,4.317043,8.40541,4.810101,8.260223,9.066001,4.923317,5.874809,7.267971,5.029879,6.651395,3.056792,6.009065,4.880056,6.948856,5.364104,8.455475,6.910088,8.863852,8.951191,4.975025,5.141136,7.114532,6.806547,7.883707,5.891367,7.147331,4.270576,10.23725,4.767804,9.274962,3.774639,6.293294,3.926354,5.306238,4.840304,5.539227,6.289401,6.104531,5.422535,7.043462,6.167782,9.388877,7.957113,2.28296,5.462074,5.487294,6.489332,7.116854,6.229891,9.353655,5.825614,6.455517
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.090795,10.110335,6.307141,3.345281,5.998109,3.453212,5.160766,3.990837,6.587117,6.545706,3.377383,8.053114,4.562747,6.419666,7.831411,4.11255,3.009182,5.456482,4.13385,8.653942,6.317889,6.902547,6.023772,9.751559,10.15122,6.708468,5.410003,4.19833,3.984739,6.675953,3.749478,2.554827,6.562606,7.238909,4.807093,8.705631,4.993351,6.427389,6.319006,4.251971,7.562822,4.008084,8.1204,8.282458,4.656423,5.590148,7.104567,4.899243,7.316178,3.051008,5.436369,3.74457,7.002358,6.217013,8.414305,4.615492,10.250858,8.751632,4.975025,4.634253,7.835793,6.863581,9.481967,4.873702,7.580766,4.382584,8.666293,5.352612,9.021273,3.137589,5.334997,4.047663,6.673562,5.890924,5.334116,6.294174,7.147089,5.727344,5.943846,7.112691,9.005438,7.861025,2.39899,4.358608,6.057959,6.020423,6.206106,6.779796,9.346573,3.58299,7.895525
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.204989,10.203721,6.740557,3.362764,5.781134,4.392096,6.017937,5.814814,7.205861,6.976064,3.719058,6.220743,4.459593,5.907904,7.493566,4.224143,2.436182,5.269324,3.985542,8.995421,6.326437,7.672971,5.736508,10.123433,10.141033,6.137239,5.410003,6.218805,3.940665,6.44345,2.984292,2.236067,6.217627,7.386529,4.543689,9.663745,4.993351,7.940376,6.975658,4.122666,7.666169,3.969078,9.074907,8.422202,4.854264,4.400149,6.995744,5.701468,7.035637,3.099235,5.014751,3.885748,6.843335,4.38046,8.540548,5.107608,9.083041,9.197562,5.112686,4.333701,7.432279,5.566353,8.887643,6.03258,7.325873,4.270576,10.353247,4.562328,9.012448,3.43205,5.898825,4.505454,6.347574,5.805739,5.210996,4.661849,6.381488,6.030988,7.179116,6.566294,9.435526,8.013943,2.265623,2.838186,7.009138,6.259133,5.843699,6.495597,9.35964,5.376466,4.677845
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.930937,10.242373,8.178826,2.662883,7.447524,3.138052,4.581217,6.22934,7.497492,8.463694,2.917376,4.530451,4.433517,3.02549,7.05134,4.011558,2.679869,6.784858,4.630617,10.011021,2.493664,8.352242,5.186992,9.313639,8.563809,5.842038,5.410003,4.695204,3.493603,6.626163,2.37335,2.700171,5.176671,8.01206,5.174293,10.54167,5.118849,8.200337,7.748133,3.504651,8.600022,5.988387,10.116845,6.412006,4.794821,4.488594,7.652002,6.932065,8.365654,3.779677,4.834589,3.488792,7.475556,6.52859,7.500313,7.41192,5.754822,8.426365,4.466073,5.257351,7.787636,3.139507,5.132735,7.464479,6.216523,5.345191,7.655149,6.409966,9.229497,3.47773,4.611385,3.783031,5.454321,8.012075,5.124775,4.254906,5.615525,6.485018,6.908215,6.703682,11.104349,7.453404,2.236067,4.22521,7.796366,6.400388,5.590154,8.391335,8.996651,5.073519,5.250656
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.225339,10.000229,7.333305,3.42019,5.781134,3.138052,3.624863,5.306331,7.778829,8.322964,3.006088,4.546169,4.611638,3.610457,6.408599,3.829908,2.498577,5.091928,4.879872,9.09131,3.176998,8.663793,4.083229,9.75195,9.004913,3.642907,6.194584,6.081783,3.37711,5.191981,3.088879,2.520914,4.942436,8.151568,5.145523,7.98327,3.409443,5.949483,5.699241,3.483413,8.488263,5.33509,9.0647,6.315832,5.141394,3.672304,7.126722,4.992501,9.056139,4.125446,4.927634,2.966135,5.293376,5.364104,3.977969,6.050324,5.464306,6.540749,5.799781,5.395875,8.062868,3.139507,5.084386,5.451646,7.710849,5.118124,8.273584,6.277655,9.131239,3.43205,2.825053,4.276293,4.962404,5.703154,3.69571,4.329427,5.353567,5.87295,6.098317,5.638136,9.699648,6.784388,2.39899,2.964457,8.185296,7.124166,6.024009,7.771818,8.943312,2.620969,3.679966
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.415055,9.299639,6.786125,5.075592,8.326007,3.909775,4.921746,5.514084,6.894648,8.478615,3.976337,6.047834,4.732426,3.731695,6.571606,5.229941,3.070371,6.174472,4.630617,9.038305,6.1607,7.253921,6.459756,8.880708,8.527441,7.00926,5.410321,5.667706,3.506882,6.57657,3.749478,2.520914,7.265259,6.799981,4.320198,7.933896,4.982391,7.410119,6.561404,4.38383,8.412784,6.225848,8.090496,9.281292,4.98707,6.45505,7.497772,5.522762,7.373226,3.267407,6.109629,3.886372,7.546982,8.370384,7.497351,5.358782,8.200507,9.366686,4.975469,4.319447,8.016186,6.743712,5.503598,6.377412,7.252593,4.790113,7.441315,6.068009,9.105674,3.455287,6.363485,4.048327,4.911404,6.159227,5.728868,5.701176,6.302529,6.984272,6.759056,7.59608,9.8062,8.162205,2.399036,5.541868,6.167234,6.142504,6.92767,7.090798,9.1625,5.963763,6.393706
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.423261,9.927213,7.163647,5.527544,7.512356,3.994715,4.684065,5.935794,6.478999,6.723309,3.821849,5.405246,4.598142,3.065732,7.906782,6.056182,3.164378,5.389848,4.681509,8.406619,7.689462,6.958466,7.379806,8.539208,8.246778,7.247844,5.410003,4.90999,3.38146,5.361211,4.031875,2.520914,7.799975,7.400564,4.078974,8.97982,5.245017,7.204946,6.972004,4.702852,8.428328,5.86912,8.034166,10.197143,5.947219,6.257775,7.16129,5.586764,6.924664,2.918682,6.505017,4.823121,7.153909,8.120902,7.601907,6.186287,8.06958,9.15588,4.741724,2.740623,7.7628,8.005344,6.235037,6.446726,6.413209,5.218294,8.062384,5.386733,8.890411,3.386372,7.233892,3.921815,4.989061,5.902254,4.858256,6.759069,5.921751,6.672716,7.152664,7.28118,9.138288,7.912849,2.239701,5.994039,5.615881,6.03349,6.868871,6.377573,9.054112,6.028302,5.442182
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.400359,10.871997,6.584457,3.894977,4.919755,4.159909,5.329752,6.307538,6.790119,6.638537,3.44062,7.884144,4.784811,7.611929,7.041528,5.599506,2.519377,5.398986,4.630617,9.239551,6.700697,7.399018,5.990908,10.031462,9.937523,4.546248,5.410472,4.363023,4.520032,6.523684,3.749478,2.553179,6.418285,7.05084,4.378541,9.333908,4.738023,6.638292,7.058641,4.12005,8.028358,4.897791,7.667765,8.002409,5.706209,5.010451,7.505922,5.052662,6.704088,3.135388,5.436369,3.142282,6.779221,5.364104,8.522878,4.680078,9.347781,8.178539,4.975025,4.354303,7.532487,7.04689,8.26366,5.652302,7.286147,4.492864,9.674486,5.492959,9.275754,3.137589,5.88915,3.930657,6.958134,5.730867,5.418886,6.525524,7.345716,6.061189,6.713143,8.029002,9.152224,7.639574,2.236067,4.317732,6.605979,6.249862,7.21459,6.088675,9.001325,5.894687,6.705718
