Probe.Set.ID,Gene.Symbol,Gene.Title,Fold.Change: PE.E - PE.NE.NUPP,Fold.Change: ESE.E - ESE.NE.NUPP,Fold.Change: MSE.E - MSE.NE.NUPP
220768_s_at,CSNK1G3,"casein kinase 1, gamma 3",-3.304854624,-2.309133252,-1.609165017
227255_at,PDIK1L,PDLIM1 interacting kinase 1 like,-3.304907471,-2.663180791,-1.992755544
212406_s_at,PCMTD2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,-3.304945361,-1.937927271,-1.953172533
208325_s_at,AKAP13,A kinase (PRKA) anchor protein 13,-3.305284455,-3.208416257,-5.266267736
202844_s_at,RALBP1,ralA binding protein 1,-3.306391983,-2.457121855,-2.138963213
227990_at,SLU7,SLU7 splicing factor homolog (S. cerevisiae),-3.306862104,-2.427015853,-1.981581012
243948_at,---,---,-3.307817705,-2.829579425,-1.745876157
212522_at,PDE8A,phosphodiesterase 8A,-3.309177553,-2.192750555,-2.563042042
225766_s_at,TNPO1,transportin 1,-3.310771868,-2.148874478,-1.721169195
222627_at,VPS54,vacuolar protein sorting 54 homolog (S. cerevisiae),-3.311192912,-2.307817688,-1.808564389
225900_at,EXOC6B,exocyst complex component 6B,-3.311361831,-2.588619021,-1.99136009
227004_at,---,---,-3.312126968,-2.849331145,-2.247003364
212247_at,NUP205,nucleoporin 205kDa,-3.312352099,-2.098124986,-1.713176075
227385_at,PPAPDC2,phosphatidic acid phosphatase type 2 domain containing 2,-3.312471418,-2.161582723,-1.947649206
229342_at,---,---,-3.315256247,-1.963518202,-2.106086463
212447_at,KBTBD2,kelch repeat and BTB (POZ) domain containing 2,-3.3161264,-1.906781427,-2.086651983
230176_at,---,---,-3.31624148,-1.916857977,-2.552665889
221257_x_at,FBXO38,F-box protein 38,-3.316375961,-1.63519116,-1.936251158
221808_at,RAB9A,"RAB9A, member RAS oncogene family",-3.316612834,-2.073660642,-1.632235449
218721_s_at,C1orf27,chromosome 1 open reading frame 27,-3.316981023,-1.997888385,-2.430687792
219854_at,ZNF14,zinc finger protein 14,-3.31712617,-2.250076481,-1.525917467
244287_at,SREK1,splicing regulatory glutamine/lysine-rich protein 1,-3.317838313,-2.514664302,-1.756303204
221502_at,KPNA3,karyopherin alpha 3 (importin alpha 4),-3.318096961,-1.979955477,-1.804286485
222685_at,HAUS6,"HAUS augmin-like complex, subunit 6",-3.318124744,-2.646394613,-1.882039977
206197_at,NME5,"non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)",-3.31927896,-2.634021629,-2.014276789
200679_x_at,HMGB1,high-mobility group box 1,-3.321396921,-2.018919922,-1.989656054
201528_at,RPA1,"replication protein A1, 70kDa",-3.322258721,-2.276259246,-1.555152651
224661_at,PIGY,"phosphatidylinositol glycan anchor biosynthesis, class Y",-3.322328242,-2.70466795,-1.823989095
222389_s_at,WAC,WW domain containing adaptor with coiled-coil,-3.322488179,-2.114444852,-2.344405828
1557169_x_at,HCG11,HLA complex group 11,-3.323430972,-3.620972793,-2.496455091
203460_s_at,PSEN1,presenilin 1,-3.323483018,-1.904665816,-1.983148321
218775_s_at,WWC2,WW and C2 domain containing 2,-3.324154018,-2.262970616,-3.312580775
205632_s_at,PIP5K1B,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",-3.324158103,-2.253016897,-2.521802677
221526_x_at,PARD3,par-3 partitioning defective 3 homolog (C. elegans),-3.324502259,-2.053523463,-2.532702867
205063_at,SIP1,survival of motor neuron protein interacting protein 1,-3.32497123,-3.588469694,-2.064068421
217851_s_at,SLMO2,slowmo homolog 2 (Drosophila),-3.325986537,-2.40999996,-2.414471781
201327_s_at,CCT6A,"chaperonin containing TCP1, subunit 6A (zeta 1)",-3.326910179,-1.947556863,-1.977334151
202074_s_at,OPTN,optineurin,-3.327466604,-2.270573658,-1.6359447
214464_at,CDC42BPA,CDC42 binding protein kinase alpha (DMPK-like),-3.330301585,-2.103571729,-2.439756227
204671_s_at,ANKRD6,ankyrin repeat domain 6,-3.332199313,-3.015620233,-2.159403239
222467_s_at,PPP6R3,"protein phosphatase 6, regulatory subunit 3",-3.335758976,-1.889454944,-2.002534303
226191_at,GSK3B,glycogen synthase kinase 3 beta,-3.336917853,-1.885002352,-2.015395468
212333_at,FAM98A,"family with sequence similarity 98, member A",-3.337121756,-1.704715635,-1.732314918
213741_s_at,KPNA1,karyopherin alpha 1 (importin alpha 5),-3.33740239,-2.560485423,-1.656751528
201856_s_at,ZFR,zinc finger RNA binding protein,-3.337887674,-2.104544414,-2.072028327
217986_s_at,BAZ1A,"bromodomain adjacent to zinc finger domain, 1A",-3.338270837,-1.88341854,-2.040479231
234995_at,SPICE1,spindle and centriole associated protein 1,-3.338304041,-2.053693577,-1.835162824
226404_at,RBM39,RNA binding motif protein 39,-3.338490821,-2.156810234,-3.548834163
212328_at,LIMCH1,LIM and calponin homology domains 1,-3.338993195,-2.86386764,-3.364680316
236085_at,CAPSL,calcyphosine-like,-3.339069873,-4.012491756,-2.55643739
212367_at,FEM1B,fem-1 homolog b (C. elegans),-3.339257827,-2.300502953,-1.919880521
218289_s_at,UBA5,ubiquitin-like modifier activating enzyme 5,-3.339468022,-2.089212985,-1.90494799
212688_at,PIK3CB,"phosphoinositide-3-kinase, catalytic, beta polypeptide",-3.339530252,-3.103573193,-1.989378564
217823_s_at,UBE2J1,"ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)",-3.340644263,-1.99956976,-1.911602484
202520_s_at,MLH1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)",-3.341132132,-1.767540182,-1.62175641
218545_at,CCDC91,coiled-coil domain containing 91,-3.343229112,-2.362461601,-1.730365604
209882_at,RIT1,Ras-like without CAAX 1,-3.343311988,-2.667897925,-1.686789407
205514_at,ZNF415,zinc finger protein 415,-3.343450639,-2.218183458,-1.622825493
219212_at,HSPA14,heat shock 70kDa protein 14,-3.3445066,-1.98485903,-1.835969467
222558_at,RPRD1A,regulation of nuclear pre-mRNA domain containing 1A,-3.344921425,-2.566208547,-1.590416328
200033_at,DDX5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,-3.344940827,-2.003012453,-2.244150174
222151_s_at,CEP63,centrosomal protein 63kDa,-3.346256169,-1.84658402,-1.954531177
233864_s_at,VPS35,vacuolar protein sorting 35 homolog (S. cerevisiae),-3.346402428,-2.511397616,-2.136985023
204071_s_at,TOPORS,"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase",-3.348698509,-2.543254773,-2.600400818
225278_at,PRKAB2,"protein kinase, AMP-activated, beta 2 non-catalytic subunit",-3.348998242,-2.172115932,-2.440782623
203989_x_at,F2R,coagulation factor II (thrombin) receptor,-3.349034719,-3.289559852,-1.73879309
211185_s_at,SF3B1,"splicing factor 3b, subunit 1, 155kDa",-3.349216304,-1.859789705,-2.326396491
214960_at,API5,apoptosis inhibitor 5,-3.349293855,-1.962139364,-1.5518668
203654_s_at,COIL,coilin,-3.350975636,-1.755283933,-1.900346042
227600_at,---,---,-3.351769376,-2.475872725,-1.835423264
228578_at,RBM45,RNA binding motif protein 45,-3.351820413,-2.515173223,-1.569261169
203427_at,ASF1A,ASF1 anti-silencing function 1 homolog A (S. cerevisiae),-3.351844548,-2.088809798,-2.028905913
225384_at,DOCK7,dedicator of cytokinesis 7,-3.352194448,-1.777040664,-1.855032194
208936_x_at,LGALS8,"lectin, galactoside-binding, soluble, 8",-3.353834883,-2.185644837,-1.7218
233873_x_at,MTPAP,mitochondrial poly(A) polymerase,-3.354524796,-2.698974992,-1.885299889
219067_s_at,NSMCE4A,non-SMC element 4 homolog A (S. cerevisiae),-3.355760311,-2.098748265,-1.884807204
209169_at,GPM6B,glycoprotein M6B,-3.355803831,-2.417924291,-2.194999186
208631_s_at,HADHA,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",-3.355811604,-1.961451438,-2.21318482
225984_at,PRKAA1,"protein kinase, AMP-activated, alpha 1 catalytic subunit",-3.35592352,-2.13317878,-2.250843722
212623_at,TMEM41B,transmembrane protein 41B,-3.358151155,-1.859499309,-1.875499746
201450_s_at,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,-3.359282117,-1.960031855,-2.403526373
225164_s_at,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4,-3.360715452,-2.146838632,-2.373152867
209654_at,KIAA0947,KIAA0947,-3.361365821,-1.873956858,-1.851322362
228760_at,SRSF8,serine/arginine-rich splicing factor 8,-3.362414067,-2.095784082,-1.717945837
204502_at,SAMHD1,SAM domain and HD domain 1,-3.362567286,-1.806856056,-1.721161431
225829_at,PDZD8,PDZ domain containing 8,-3.363158338,-2.234269609,-2.173507775
1554260_a_at,FRYL,FRY-like,-3.36378593,-1.711140995,-3.384301737
213056_at,FRMD4B,FERM domain containing 4B,-3.364152187,-1.933390209,-2.688053574
235391_at,FAM92A1,"family with sequence similarity 92, member A1",-3.365015137,-2.54506636,-1.646148699
225039_at,RPE,ribulose-5-phosphate-3-epimerase,-3.365415046,-2.216672606,-1.71918052
212632_at,STX7,syntaxin 7,-3.365766969,-2.433968474,-1.956946686
221803_s_at,NRBF2,nuclear receptor binding factor 2,-3.366155223,-2.636473921,-1.7071293
229970_at,---,---,-3.366341717,-2.843838061,-1.824150566
203265_s_at,MAP2K4,mitogen-activated protein kinase kinase 4,-3.366811167,-2.755721931,-1.620147936
231718_at,SLU7,SLU7 splicing factor homolog (S. cerevisiae),-3.3669917,-2.39794235,-2.389725178
1554588_a_at,TTC30B,tetratricopeptide repeat domain 30B,-3.367176043,-3.012925331,-1.782677322
210681_s_at,USP15,ubiquitin specific peptidase 15,-3.369506026,-1.907633567,-2.140868772
209486_at,UTP3,"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)",-3.369715871,-2.173107925,-1.648300424
209031_at,CADM1,cell adhesion molecule 1,-3.369903107,-3.511505145,-2.678068018
200052_s_at,ILF2,"interleukin enhancer binding factor 2, 45kDa",-3.370108679,-2.32676701,-1.658091096
209778_at,TRIP11,thyroid hormone receptor interactor 11,-3.3707056,-2.009428215,-2.4093872
203073_at,COG2,component of oligomeric golgi complex 2,-3.3718791,-2.348208544,-1.583710208
202816_s_at,SS18,"synovial sarcoma translocation, chromosome 18",-3.372843008,-2.09960885,-2.386810649
231927_at,ATF6,activating transcription factor 6,-3.374054363,-2.570604439,-1.923307012
201266_at,TXNRD1,thioredoxin reductase 1,-3.375594335,-2.604240587,-1.721698974
225230_at,DRAM2,DNA-damage regulated autophagy modulator 2,-3.376037835,-1.969448123,-1.877940356
226543_at,MUTED,muted homolog (mouse),-3.376355584,-2.617331873,-2.371698814
213530_at,RAB3GAP1,RAB3 GTPase activating protein subunit 1 (catalytic),-3.37753241,-2.183082628,-3.241067481
224977_at,C6orf89,chromosome 6 open reading frame 89,-3.377865152,-1.890839497,-2.193820691
218179_s_at,C4orf41,chromosome 4 open reading frame 41,-3.379144848,-1.799464295,-2.257969293
226159_at,C5orf51,chromosome 5 open reading frame 51,-3.379509147,-2.124255514,-2.008908727
211559_s_at,CCNG2,cyclin G2,-3.379730336,-2.670185366,-2.631643793
209349_at,RAD50,RAD50 homolog (S. cerevisiae),-3.38019082,-2.617533376,-2.680689526
226480_at,---,---,-3.38023545,-1.846783473,-1.895399994
218682_s_at,SLC4A1AP,"solute carrier family 4 (anion exchanger), member 1, adaptor protein",-3.380581595,-1.937615412,-1.812124625
208066_s_at,GTF2B,general transcription factor IIB,-3.380610513,-2.025518401,-1.842969647
212098_at,LOC151162 /// MGAT5,"hypothetical LOC151162 /// mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase",-3.381029739,-3.276765762,-1.524518584
226291_at,ALS2,amyotrophic lateral sclerosis 2 (juvenile),-3.381541749,-2.079478492,-2.319766473
204807_at,TMEM5,transmembrane protein 5,-3.384540543,-3.355637036,-2.033774135
205836_s_at,YTHDC2,YTH domain containing 2,-3.384760333,-2.056304981,-2.265257855
235746_s_at,---,---,-3.386170809,-2.143122165,-2.045906003
221987_s_at,TSR1,"TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)",-3.386180379,-2.634398125,-1.678941343
210028_s_at,ORC3,"origin recognition complex, subunit 3",-3.386392175,-2.240054856,-2.099342513
203481_at,FAM178A,"family with sequence similarity 178, member A",-3.387187316,-2.201375701,-2.615844714
1553956_at,ALS2CR4,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4",-3.387718045,-3.134092238,-1.82796767
212577_at,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,-3.389490755,-1.944631712,-2.253417859
226807_at,ZFP1,zinc finger protein 1 homolog (mouse),-3.390072143,-2.588419909,-2.125873414
225686_at,SKA2,spindle and kinetochore associated complex subunit 2,-3.390291099,-2.863783751,-1.506266696
223271_s_at,CTDSPL2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2",-3.390469397,-2.398960731,-1.627207238
231784_s_at,DCAF13,DDB1 and CUL4 associated factor 13,-3.39056174,-2.689567526,-1.787465533
201637_s_at,FXR1,"fragile X mental retardation, autosomal homolog 1",-3.390623946,-1.997090665,-1.745327244
209259_s_at,SMC3,structural maintenance of chromosomes 3,-3.390807853,-2.463478817,-2.013038266
236160_at,TRIP11,thyroid hormone receptor interactor 11,-3.391476478,-1.950454043,-2.429428508
208319_s_at,RBM3,"RNA binding motif (RNP1, RRM) protein 3",-3.39152131,-2.961605836,-2.059767443
231370_at,PPM1A,"Protein phosphatase, Mg2+/Mn2+ dependent, 1A",-3.391554081,-2.118760837,-1.688411625
208089_s_at,TDRD3,tudor domain containing 3,-3.393674378,-2.280380582,-1.988780501
212335_at,GNS,glucosamine (N-acetyl)-6-sulfatase,-3.39376172,-1.872728949,-2.201408541
214359_s_at,HSP90AB1,"heat shock protein 90kDa alpha (cytosolic), class B member 1",-3.39664538,-2.233668713,-1.9806877
225409_at,C2orf64,chromosome 2 open reading frame 64,-3.397217585,-2.436059146,-1.97595635
222464_s_at,C10orf119,chromosome 10 open reading frame 119,-3.397390752,-2.209810983,-1.985228056
213494_s_at,YY1,YY1 transcription factor,-3.397497014,-2.258526587,-1.627506313
203711_s_at,HIBCH,3-hydroxyisobutyryl-CoA hydrolase,-3.397584402,-3.43686786,-1.996967128
221536_s_at,LSG1,large subunit GTPase 1 homolog (S. cerevisiae),-3.39851249,-2.097316151,-1.952430939
223804_s_at,THUMPD3,THUMP domain containing 3,-3.398606225,-2.07629051,-1.5967505
217437_s_at,TACC1,"transforming, acidic coiled-coil containing protein 1",-3.398701008,-2.13418798,-1.940427713
233208_x_at,CPSF2,"cleavage and polyadenylation specific factor 2, 100kDa",-3.399476418,-2.196870583,-1.552331338
222682_s_at,FAM114A2,"family with sequence similarity 114, member A2",-3.400334144,-2.94664566,-1.799521711
225361_x_at,FAM122B,family with sequence similarity 122B,-3.400858527,-1.858250647,-2.037274181
200875_s_at,NOP56,NOP56 ribonucleoprotein homolog (yeast),-3.405186512,-2.382068914,-1.556509893
219335_at,ARMCX5,"armadillo repeat containing, X-linked 5",-3.406159414,-2.369914598,-1.665446871
1556061_at,RPP30,ribonuclease P/MRP 30kDa subunit,-3.406420436,-3.433452371,-1.701728362
233013_x_at,LOC220906,hypothetical LOC220906,-3.410075589,-2.642503514,-2.430786923
213859_x_at,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",-3.410771149,-2.431250459,-2.094566122
227594_at,ZMYM6,"zinc finger, MYM-type 6",-3.411006749,-2.329472303,-2.386220792
208783_s_at,CD46,"CD46 molecule, complement regulatory protein",-3.411146932,-2.138967007,-2.107793405
208881_x_at,IDI1,isopentenyl-diphosphate delta isomerase 1,-3.412353089,-1.811342328,-1.738942998
1568658_at,C2orf74,chromosome 2 open reading frame 74,-3.413233921,-1.998321007,-2.334655624
227267_at,POC5,POC5 centriolar protein homolog (Chlamydomonas),-3.414495733,-2.574041202,-1.841853301
229022_at,ZFX,"zinc finger protein, X-linked",-3.41484204,-2.306963184,-2.276156991
223246_s_at,STRBP,spermatid perinuclear RNA binding protein,-3.416080664,-2.812343345,-1.953219716
209659_s_at,CDC16,cell division cycle 16 homolog (S. cerevisiae),-3.417110908,-1.81685827,-2.002135419
203341_at,CEBPZ,"CCAAT/enhancer binding protein (C/EBP), zeta",-3.41963488,-2.041114358,-1.786359995
213628_at,CLCC1,chloride channel CLIC-like 1,-3.419935509,-2.231923982,-2.140369192
209704_at,MTF2,metal response element binding transcription factor 2,-3.42384265,-2.319424986,-1.979976128
204645_at,CCNT2,cyclin T2,-3.428064936,-2.187938865,-2.647000257
225055_at,LOC100499466,hypothetical LOC100499466,-3.430567016,-2.005330202,-2.285441109
225302_at,TMX3,thioredoxin-related transmembrane protein 3,-3.43141849,-1.997393179,-2.39378661
226866_at,ESCO1,establishment of cohesion 1 homolog 1 (S. cerevisiae),-3.431635359,-2.119167513,-1.849302799
200597_at,EIF3A,"eukaryotic translation initiation factor 3, subunit A",-3.431847038,-2.079228597,-1.933274821
211952_at,IPO5,importin 5,-3.431929483,-2.486026045,-1.734177315
210473_s_at,GPR125,G protein-coupled receptor 125,-3.4324396,-2.165718954,-1.97526458
225761_at,PAPD4,PAP associated domain containing 4,-3.433258184,-2.087806621,-2.903543165
210766_s_at,CSE1L,CSE1 chromosome segregation 1-like (yeast),-3.434193831,-2.148658935,-2.186859347
225264_at,RARS2,"arginyl-tRNA synthetase 2, mitochondrial",-3.434528337,-2.187083102,-1.906968824
227562_at,MAPKSP1,MAPK scaffold protein 1,-3.435327265,-2.721047941,-2.342677955
222646_s_at,ERO1L,ERO1-like (S. cerevisiae),-3.435690141,-1.977824748,-2.080635548
225246_at,STIM2,stromal interaction molecule 2,-3.436126307,-1.964457687,-1.988191967
218602_s_at,HAUS6,"HAUS augmin-like complex, subunit 6",-3.436584249,-3.424155547,-1.75679975
234488_s_at,GMCL1 /// GMCL1L,germ cell-less homolog 1 (Drosophila) /// germ cell-less homolog 1 (Drosophila)-like,-3.437842169,-3.303692439,-2.035091952
201413_at,HSD17B4,hydroxysteroid (17-beta) dehydrogenase 4,-3.438773272,-1.851340979,-2.000310722
208966_x_at,IFI16,"interferon, gamma-inducible protein 16",-3.439181519,-2.540651024,-1.963730529
218268_at,TBC1D15,"TBC1 domain family, member 15",-3.439543707,-1.874885052,-1.628953746
204832_s_at,BMPR1A,"bone morphogenetic protein receptor, type IA",-3.439890285,-3.094475628,-1.927166982
235195_at,FBXW2,F-box and WD repeat domain containing 2,-3.440183582,-2.782206001,-1.631454113
206583_at,ZNF673,zinc finger family member 673,-3.4401937,-1.766237391,-1.916954139
202863_at,SP100,SP100 nuclear antigen,-3.441647027,-2.713122038,-1.823231773
226040_at,---,---,-3.441774882,-2.027321698,-2.504612703
227280_s_at,CCNYL1,cyclin Y-like 1,-3.442061367,-2.743224722,-1.661808899
212160_at,XPOT,"exportin, tRNA (nuclear export receptor for tRNAs)",-3.4423372,-2.267468206,-2.01869139
218949_s_at,QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,-3.442911038,-2.212780311,-2.084997231
201517_at,NCBP2,"nuclear cap binding protein subunit 2, 20kDa",-3.443239865,-2.318795328,-1.853559355
218294_s_at,NUP50,nucleoporin 50kDa,-3.44389124,-3.045356452,-2.03518998
202762_at,ROCK2,"Rho-associated, coiled-coil containing protein kinase 2",-3.445182477,-1.970358523,-1.873318186
210754_s_at,LYN,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog,-3.445767412,-2.918107426,-1.713106614
227356_at,---,---,-3.44683234,-1.927532756,-1.558723317
209168_at,GPM6B,glycoprotein M6B,-3.446875431,-2.781216858,-1.869244071
209600_s_at,ACOX1,"acyl-CoA oxidase 1, palmitoyl",-3.447760944,-2.163708822,-2.208637206
218783_at,INTS7,integrator complex subunit 7,-3.447802457,-3.138040755,-1.56717026
205052_at,AUH,AU RNA binding protein/enoyl-CoA hydratase,-3.449393788,-2.29997587,-1.620967579
209162_s_at,PRPF4,PRP4 pre-mRNA processing factor 4 homolog (yeast),-3.45056534,-2.450655187,-2.923555344
204085_s_at,CLN5,"ceroid-lipofuscinosis, neuronal 5",-3.452394751,-2.630648534,-1.685614541
202171_at,VEZF1,vascular endothelial zinc finger 1,-3.453236379,-1.985353206,-2.08255077
214787_at,DENND4A,DENN/MADD domain containing 4A,-3.453446766,-2.481518805,-2.280191428
235766_x_at,RAB27A,"RAB27A, member RAS oncogene family",-3.454045043,-2.101172005,-2.440616433
203629_s_at,COG5,component of oligomeric golgi complex 5,-3.454374148,-2.453673494,-2.462179576
233642_s_at,HEATR5B,HEAT repeat containing 5B,-3.454772196,-1.755131183,-1.997356187
226510_at,HEATR5A,HEAT repeat containing 5A,-3.456064972,-1.827983183,-2.087181487
218055_s_at,WDR41,WD repeat domain 41,-3.457489809,-2.965074587,-2.269323732
208950_s_at,ALDH7A1,"aldehyde dehydrogenase 7 family, member A1",-3.457825577,-2.151559744,-1.986858801
226035_at,USP31,ubiquitin specific peptidase 31,-3.457942678,-2.137716437,-2.35682794
224721_at,WDR75,WD repeat domain 75,-3.460292452,-2.247998084,-1.763918546
227157_at,CCDC111,coiled-coil domain containing 111,-3.461306499,-2.422367519,-1.962227412
213128_s_at,UBE3A,ubiquitin protein ligase E3A,-3.463180676,-2.010405019,-2.044079471
216508_x_at,CTCFL /// HMGB1,CCCTC-binding factor (zinc finger protein)-like /// high-mobility group box 1,-3.463672851,-1.962965481,-2.008314499
220175_s_at,CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6 /// CBWD7 /// LOC100507355,COBW domain containing 1 /// COBW domain containing 2 /// COBW domain containing 3 /// COBW domain containing 5 /// COBW domain containing 6 /// COBW domain containing 7 /// hypothetical LOC100507355,-3.464941301,-2.046837848,-2.299776427
212690_at,DDHD2,DDHD domain containing 2,-3.46531823,-2.149324246,-2.331630759
221260_s_at,CSRNP2,cysteine-serine-rich nuclear protein 2,-3.465680724,-1.993509311,-1.996206836
227033_at,PDIA3,"protein disulfide isomerase family A, member 3",-3.467747107,-2.284633009,-1.572756256
203607_at,INPP5F,inositol polyphosphate-5-phosphatase F,-3.467786724,-2.885853238,-1.768433753
242919_at,ZNF253,zinc finger protein 253,-3.468268987,-2.161996164,-2.281557839
202620_s_at,PLOD2,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2",-3.470166794,-2.152995507,-1.71622933
213761_at,MDM1,Mdm1 nuclear protein homolog (mouse),-3.471048226,-2.148210203,-3.306394566
225970_at,DDHD1,DDHD domain containing 1,-3.472299077,-2.384950266,-2.445902079
209027_s_at,ABI1,abl-interactor 1,-3.474460922,-1.973851953,-2.1037641
204160_s_at,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative),-3.475279907,-3.074503255,-3.000856377
207305_s_at,TRAPPC8,trafficking protein particle complex 8,-3.475346087,-2.05182626,-2.433368654
209444_at,RAP1GDS1,"RAP1, GTP-GDP dissociation stimulator 1",-3.476160899,-2.265667837,-1.532116412
218196_at,OSTM1,osteopetrosis associated transmembrane protein 1,-3.476437644,-2.384079841,-1.897178012
202128_at,KIAA0317,KIAA0317,-3.47726064,-2.019644271,-1.975386372
218269_at,DROSHA,"drosha, ribonuclease type III",-3.477315114,-1.769347331,-1.790635966
212746_s_at,CEP170,centrosomal protein 170kDa,-3.47799014,-1.9426336,-2.052785811
224430_s_at,MTO1,mitochondrial translation optimization 1 homolog (S. cerevisiae),-3.480050696,-2.260359387,-2.275220315
222432_s_at,CCDC47,coiled-coil domain containing 47,-3.480561805,-1.947200162,-1.917516132
1552274_at,PXK,PX domain containing serine/threonine kinase,-3.483913986,-1.934201701,-2.357475843
208934_s_at,LGALS8,"lectin, galactoside-binding, soluble, 8",-3.484472413,-1.896775508,-1.834796591
205070_at,ING3,"inhibitor of growth family, member 3",-3.48546666,-1.730231653,-2.103737798
211955_at,IPO5,importin 5,-3.4863652,-2.139758394,-2.153496589
204243_at,RLF,rearranged L-myc fusion,-3.487310069,-2.332046204,-1.895682597
221774_x_at,FAM48A,"family with sequence similarity 48, member A",-3.488482607,-1.777722151,-1.844865187
202951_at,STK38,serine/threonine kinase 38,-3.489205926,-1.854235618,-1.855845928
222604_at,GTF3C3,"general transcription factor IIIC, polypeptide 3, 102kDa",-3.490998216,-2.954369325,-2.175101078
1553979_at,---,---,-3.491701194,-2.102013514,-2.032040332
221787_at,C6orf120,chromosome 6 open reading frame 120,-3.492976166,-2.123487377,-2.013962186
209095_at,DLD,dihydrolipoamide dehydrogenase,-3.493111679,-2.103830765,-2.032955715
227312_at,SNTB2,"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)",-3.493699907,-1.910484381,-2.101248792
204821_at,BTN3A3,"butyrophilin, subfamily 3, member A3",-3.49381291,-2.121981836,-1.85377683
227611_at,TARSL2,threonyl-tRNA synthetase-like 2,-3.493838999,-2.708868706,-1.961074
201112_s_at,CSE1L,CSE1 chromosome segregation 1-like (yeast),-3.494566685,-2.147521355,-1.800390397
209545_s_at,RIPK2,receptor-interacting serine-threonine kinase 2,-3.49462493,-1.757334886,-1.706304362
226502_at,ELMOD2,ELMO/CED-12 domain containing 2,-3.495687129,-2.443067236,-1.883778669
224725_at,MIB1,mindbomb homolog 1 (Drosophila),-3.497231733,-1.997349788,-2.349893248
209175_at,SEC23IP,SEC23 interacting protein,-3.498611774,-2.349234643,-1.880431837
213188_s_at,MINA,MYC induced nuclear antigen,-3.499194056,-2.404976217,-1.961307358
204485_s_at,TOM1L1,target of myb1 (chicken)-like 1,-3.500101304,-2.035943017,-2.254015111
210465_s_at,SNAPC3,"small nuclear RNA activating complex, polypeptide 3, 50kDa",-3.501027099,-2.036283799,-2.775944238
230091_at,---,---,-3.501253657,-2.471083059,-2.164216422
200756_x_at,CALU,calumenin,-3.501497293,-2.244192166,-1.708547977
210588_x_at,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3 (2H9),-3.503227351,-2.06942329,-1.727194397
219673_at,MCM9,minichromosome maintenance complex component 9,-3.503319321,-2.528599862,-1.975840386
217951_s_at,PHF3,PHD finger protein 3,-3.505713373,-2.844778954,-2.34909947
220145_at,MAP9,microtubule-associated protein 9,-3.50633461,-3.00706827,-2.51136488
227866_at,---,---,-3.50941002,-2.589103124,-1.930188732
202060_at,CTR9,"Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",-3.510446259,-1.913051086,-1.979896271
212799_at,STX6,syntaxin 6,-3.510524605,-2.079639947,-1.549208747
213291_s_at,UBE3A,ubiquitin protein ligase E3A,-3.513890868,-1.888703617,-1.997825361
203164_at,SLC33A1,"solute carrier family 33 (acetyl-CoA transporter), member 1",-3.51642177,-1.960144448,-1.98869767
211212_s_at,ORC5,"origin recognition complex, subunit 5",-3.516889978,-3.507358437,-1.598646
226609_at,DCBLD1,"discoidin, CUB and LCCL domain containing 1",-3.518391185,-1.940214547,-2.014015299
212061_at,SR140,U2-associated SR140 protein,-3.519871757,-1.93648275,-2.226299957
218549_s_at,FAM82B,"family with sequence similarity 82, member B",-3.520931825,-2.057799284,-2.051979382
214130_s_at,PDE4DIP,phosphodiesterase 4D interacting protein,-3.521879589,-2.392309179,-2.225838587
203347_s_at,MTF2,metal response element binding transcription factor 2,-3.523525435,-2.225493013,-1.937858949
202633_at,TOPBP1,topoisomerase (DNA) II binding protein 1,-3.524151693,-2.110537443,-1.843388807
222632_s_at,LZTFL1,leucine zipper transcription factor-like 1,-3.524403749,-3.011979183,-1.594705172
